Operation, Opt_ID, Threads, Queue Depth, Device Queue Depth, KIOPS , Bandwidth(MiBs), cpu_core_index, usr, nice, sys, iowait, irq, soft, steal, guest, gnice, cpu_usages
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,27,0.9,0.0,97.95,0.0,0.6,0.01,0.0,0.0,0.0,99.46000000000001
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,28,0.9,0.0,97.91,0.0,0.62,0.01,0.0,0.0,0.0,99.44000000000001
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,29,0.85,0.0,97.86,0.0,0.72,0.01,0.0,0.02,0.0,99.46
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,30,0.96,0.0,97.99,0.0,0.48,0.01,0.0,0.01,0.0,99.45
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,31,0.85,0.0,97.93,0.0,0.67,0.0,0.0,0.0,0.0,99.45
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,32,0.01,0.0,92.19,0.0,1.89,0.06,0.0,0.0,0.0,94.15
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,33,0.01,0.0,92.35,0.0,1.91,0.03,0.0,0.0,0.0,94.3
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,34,0.01,0.0,91.83,0.0,1.89,0.03,0.0,0.0,0.0,93.76
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,35,0.01,0.0,91.82,0.0,1.9,0.03,0.0,0.0,0.0,93.76
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,36,0.01,0.0,92.62,0.0,1.91,0.03,0.0,0.0,0.0,94.57000000000001
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,37,0.0,0.0,92.35,0.0,1.91,0.02,0.0,0.0,0.0,94.27999999999999
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,38,0.0,0.0,92.42,0.0,1.92,0.02,0.0,0.0,0.0,94.36
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,39,0.01,0.0,91.85,0.0,1.91,0.02,0.0,0.0,0.0,93.78999999999999
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,40,0.01,0.0,91.92,0.0,1.89,0.02,0.0,0.0,0.0,93.84
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,41,0.0,0.0,92.08,0.0,1.87,0.02,0.0,0.0,0.0,93.97
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,42,0.01,0.0,92.01,0.0,1.86,0.02,0.0,0.0,0.0,93.9
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,43,0.01,0.0,91.93,0.0,1.9,0.01,0.0,0.0,0.0,93.85000000000002
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,44,0.0,0.0,92.28,0.0,1.9,0.02,0.0,0.0,0.0,94.2
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,45,0.01,0.0,91.65,0.0,1.89,0.02,0.0,0.0,0.0,93.57000000000001
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,46,0.0,0.0,91.66,0.0,1.9,0.01,0.0,0.0,0.0,93.57000000000001
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,47,0.01,0.0,91.8,0.0,1.9,0.01,0.0,0.0,0.0,93.72000000000001
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,48,0.18,0.0,92.62,0.0,1.93,0.02,0.0,0.01,0.0,94.76000000000002
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,49,0.02,0.0,92.13,0.0,1.93,0.02,0.0,0.0,0.0,94.1
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,50,0.02,0.0,92.33,0.0,1.94,0.01,0.0,0.0,0.0,94.3
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,51,0.02,0.0,92.17,0.0,1.94,0.01,0.0,0.0,0.0,94.14
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,52,0.01,0.0,92.34,0.0,1.93,0.01,0.0,0.02,0.0,94.31000000000002
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,53,0.03,0.0,91.87,0.0,1.9,0.02,0.0,0.01,0.0,93.83000000000001
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,54,0.02,0.0,92.01,0.0,1.91,0.02,0.0,0.06,0.0,94.02
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,55,0.02,0.0,91.71,0.0,1.91,0.02,0.0,0.0,0.0,93.65999999999998
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,56,0.03,0.0,92.63,0.0,1.95,0.01,0.0,0.0,0.0,94.62
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,57,0.03,0.0,92.45,0.0,1.94,0.01,0.0,0.0,0.0,94.43
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,58,0.01,0.0,91.52,0.0,1.93,0.01,0.0,0.01,0.0,93.48000000000002
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,59,0.02,0.0,91.85,0.0,1.93,0.0,0.0,0.0,0.0,93.8
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,60,0.01,0.0,92.26,0.0,1.89,0.01,0.0,0.21,0.0,94.38000000000001
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,61,0.02,0.0,92.24,0.0,1.91,0.01,0.0,0.01,0.0,94.19
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,62,0.02,0.0,94.3,0.0,4.7,0.01,0.0,0.0,0.0,99.03
Random 4KB Write,randomwriteq64t32,32,64,2048,184.11985,736.5,63,0.02,0.0,91.83,0.0,1.91,0.01,0.0,0.02,0.0,93.78999999999999
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,0,0.98,0.0,96.19,0.0,1.48,0.04,0.0,0.0,0.0,98.69000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,1,0.99,0.0,96.21,0.0,1.42,0.02,0.0,0.01,0.0,98.64999999999999
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,2,0.84,0.0,96.3,0.0,1.42,0.03,0.0,0.01,0.0,98.60000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,3,1.03,0.0,96.16,0.0,1.37,0.02,0.0,0.07,0.0,98.64999999999999
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,4,0.87,0.0,96.32,0.0,1.48,0.02,0.0,0.0,0.0,98.69
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,5,0.88,0.0,96.36,0.0,1.42,0.02,0.0,0.0,0.0,98.67999999999999
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,6,0.9,0.0,96.27,0.0,1.48,0.02,0.0,0.0,0.0,98.67
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,7,0.97,0.0,96.19,0.0,1.43,0.01,0.0,0.0,0.0,98.60000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,8,0.9,0.0,96.35,0.0,1.4,0.01,0.0,0.0,0.0,98.66000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,9,0.9,0.0,96.32,0.0,1.39,0.01,0.0,0.0,0.0,98.62
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,10,0.95,0.0,96.3,0.0,1.36,0.01,0.0,0.0,0.0,98.62
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,11,0.78,0.0,96.39,0.0,1.47,0.02,0.0,0.0,0.0,98.66
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,12,0.87,0.0,96.3,0.0,1.44,0.02,0.0,0.0,0.0,98.63
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,13,0.82,0.0,96.4,0.0,1.42,0.01,0.0,0.0,0.0,98.65
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,14,0.89,0.0,96.36,0.0,1.41,0.01,0.0,0.0,0.0,98.67
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,15,0.91,0.0,96.3,0.0,1.46,0.0,0.0,0.0,0.0,98.66999999999999
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,16,0.8,0.0,96.59,0.0,1.31,0.03,0.0,0.0,0.0,98.73
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,17,0.96,0.0,96.49,0.0,1.25,0.02,0.0,0.0,0.0,98.71999999999998
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,18,0.81,0.0,96.53,0.0,1.3,0.02,0.0,0.02,0.0,98.67999999999999
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,19,0.91,0.0,96.42,0.0,1.29,0.01,0.0,0.0,0.0,98.63000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,20,0.82,0.0,96.53,0.0,1.32,0.02,0.0,0.0,0.0,98.68999999999998
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,21,0.88,0.0,96.5,0.0,1.28,0.01,0.0,0.0,0.0,98.67
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,22,0.84,0.0,96.5,0.0,1.33,0.0,0.0,0.0,0.0,98.67
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,23,0.91,0.0,96.48,0.0,1.3,0.01,0.0,0.0,0.0,98.7
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,24,0.9,0.0,96.52,0.0,1.38,0.01,0.0,0.0,0.0,98.81
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,25,1.14,0.0,96.69,0.0,1.31,0.01,0.0,0.0,0.0,99.15
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,26,0.88,0.0,96.45,0.0,1.36,0.01,0.0,0.0,0.0,98.7
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,27,0.88,0.0,96.49,0.0,1.33,0.01,0.0,0.0,0.0,98.71
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,28,0.87,0.0,96.45,0.0,1.26,0.01,0.0,0.01,0.0,98.60000000000002
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,29,0.86,0.0,96.4,0.0,1.27,0.01,0.0,0.04,0.0,98.58000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,30,0.9,0.0,96.36,0.0,1.29,0.01,0.0,0.03,0.0,98.59000000000002
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,31,0.97,0.0,96.39,0.0,1.27,0.01,0.0,0.0,0.0,98.64
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,32,1.01,0.0,96.1,0.0,1.31,0.0,0.0,0.05,0.0,98.47
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,33,1.02,0.0,96.14,0.0,1.35,0.01,0.0,0.0,0.0,98.52
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,34,0.94,0.0,96.16,0.0,1.33,0.0,0.0,0.11,0.0,98.53999999999999
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,35,1.04,0.0,96.02,0.0,1.33,0.01,0.0,0.12,0.0,98.52000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,36,0.87,0.0,96.3,0.0,1.41,0.01,0.0,0.02,0.0,98.61
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,37,0.95,0.0,96.25,0.0,1.35,0.01,0.0,0.0,0.0,98.56
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,38,0.93,0.0,96.22,0.0,1.42,0.01,0.0,0.02,0.0,98.60000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,39,0.97,0.0,96.14,0.0,1.4,0.0,0.0,0.0,0.0,98.51
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,40,0.8,0.0,96.33,0.0,1.36,0.01,0.0,0.01,0.0,98.51
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,41,0.98,0.0,96.29,0.0,1.28,0.01,0.0,0.0,0.0,98.56000000000002
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,42,0.97,0.0,96.18,0.0,1.39,0.01,0.0,0.0,0.0,98.55000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,43,0.88,0.0,96.32,0.0,1.39,0.01,0.0,0.0,0.0,98.6
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,44,0.9,0.0,96.23,0.0,1.38,0.02,0.0,0.0,0.0,98.53
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,45,0.97,0.0,96.19,0.0,1.33,0.01,0.0,0.0,0.0,98.5
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,46,0.92,0.0,96.31,0.0,1.34,0.01,0.0,0.0,0.0,98.58000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,47,0.91,0.0,96.26,0.0,1.4,0.01,0.0,0.0,0.0,98.58000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,48,0.97,0.0,96.34,0.0,1.27,0.01,0.0,0.0,0.0,98.59
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,49,0.78,0.0,96.56,0.0,1.24,0.01,0.0,0.01,0.0,98.60000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,50,0.82,0.0,96.53,0.0,1.26,0.01,0.0,0.01,0.0,98.63000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,51,0.81,0.0,96.46,0.0,1.31,0.01,0.0,0.03,0.0,98.62
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,52,0.88,0.0,96.5,0.0,1.25,0.0,0.0,0.0,0.0,98.63
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,53,0.92,0.0,96.45,0.0,1.22,0.01,0.0,0.0,0.0,98.60000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,54,0.93,0.0,96.48,0.0,1.26,0.01,0.0,0.0,0.0,98.68000000000002
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,55,0.95,0.0,96.43,0.0,1.23,0.01,0.0,0.0,0.0,98.62000000000002
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,56,0.88,0.0,96.46,0.0,1.31,0.01,0.0,0.0,0.0,98.66
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,57,0.9,0.0,96.4,0.0,1.29,0.0,0.0,0.0,0.0,98.59000000000002
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,58,0.79,0.0,96.55,0.0,1.3,0.0,0.0,0.0,0.0,98.64
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,59,0.81,0.0,96.57,0.0,1.3,0.01,0.0,0.0,0.0,98.69
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,60,0.86,0.0,96.44,0.0,1.23,0.01,0.0,0.01,0.0,98.55000000000001
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,61,0.86,0.0,96.36,0.0,1.23,0.02,0.0,0.09,0.0,98.56
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,62,0.94,0.0,96.36,0.0,1.21,0.01,0.0,0.01,0.0,98.53
Random 4KB Write,randomwriteq64t64,64,64,4096,199.41158,797.7,63,0.9,0.0,96.38,0.0,1.21,0.01,0.0,0.0,0.0,98.5
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,0,12.58,0.0,86.37,0.0,0.31,0.01,0.0,0.0,0.0,99.27000000000001
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,1,0.01,0.0,5.95,0.0,0.83,1.28,0.0,0.0,0.0,8.07
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,2,0.01,0.0,5.09,0.0,0.71,0.11,0.0,0.0,0.0,5.92
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,3,0.01,0.0,6.28,0.0,0.87,0.02,0.0,0.0,0.0,7.18
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,4,0.01,0.0,6.73,0.0,1.03,0.02,0.0,0.0,0.0,7.79
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,5,0.01,0.0,8.86,0.0,1.36,0.01,0.0,0.0,0.0,10.239999999999998
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,6,0.01,0.0,8.47,0.0,1.3,0.01,0.0,0.0,0.0,9.790000000000001
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,7,0.01,0.0,6.26,0.0,0.96,0.01,0.0,0.0,0.0,7.239999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,8,0.01,0.0,7.13,0.0,1.09,0.0,0.0,0.0,0.0,8.23
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,9,0.01,0.0,7.75,0.0,1.15,0.01,0.0,0.0,0.0,8.92
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,10,0.01,0.0,8.41,0.0,1.28,0.01,0.0,0.0,0.0,9.709999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,11,0.01,0.0,7.78,0.0,1.21,0.01,0.0,0.0,0.0,9.01
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,12,0.02,0.0,7.11,0.0,1.11,0.0,0.0,0.0,0.0,8.24
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,13,0.01,0.0,6.47,0.0,1.02,0.01,0.0,0.0,0.0,7.51
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,14,0.0,0.0,8.34,0.0,1.3,0.01,0.0,0.0,0.0,9.65
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,15,0.01,0.0,6.58,0.0,1.03,0.01,0.0,0.0,0.0,7.63
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,16,0.02,0.0,2.15,0.0,0.51,0.01,0.0,0.02,0.0,2.7099999999999995
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,17,0.01,0.0,1.66,0.0,0.49,0.0,0.0,0.04,0.0,2.2
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,18,0.02,0.0,0.03,0.0,0.02,0.0,0.0,0.31,0.0,0.38
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,19,0.02,0.0,1.32,0.0,0.4,0.0,0.0,0.01,0.0,1.7500000000000002
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,20,0.2,0.0,4.67,0.0,0.98,0.01,0.0,0.01,0.0,5.869999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,21,0.02,0.0,3.92,0.0,0.85,0.0,0.0,0.02,0.0,4.81
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,22,0.02,0.0,1.49,0.0,0.35,0.0,0.0,0.05,0.0,1.91
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,23,0.02,0.0,4.82,0.0,1.01,0.0,0.0,0.04,0.0,5.89
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,24,0.02,0.0,11.39,0.0,2.59,0.01,0.0,0.0,0.0,14.01
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,25,0.02,0.0,3.07,0.0,0.74,0.0,0.0,0.0,0.0,3.83
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,26,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,27,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,28,0.02,0.0,4.48,0.0,1.07,0.0,0.0,0.0,0.0,5.57
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,29,0.02,0.0,0.89,0.0,0.24,0.0,0.0,0.0,0.0,1.15
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,30,0.02,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.060000000000000005
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,31,0.02,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.05
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,32,0.01,0.0,12.93,0.0,2.55,0.0,0.0,0.0,0.0,15.489999999999998
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,33,0.02,0.0,4.68,0.0,0.68,0.01,0.0,0.0,0.0,5.389999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,34,0.01,0.0,5.15,0.0,0.73,0.0,0.0,0.0,0.0,5.890000000000001
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,35,0.01,0.0,5.94,0.0,0.84,0.01,0.0,0.0,0.0,6.8
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,36,0.01,0.0,7.33,0.0,1.11,0.01,0.0,0.0,0.0,8.459999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,37,0.01,0.0,7.76,0.0,1.19,0.0,0.0,0.0,0.0,8.959999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,38,0.01,0.0,7.45,0.0,1.12,0.01,0.0,0.0,0.0,8.59
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,39,0.01,0.0,7.45,0.0,1.15,0.0,0.0,0.0,0.0,8.61
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,40,0.01,0.0,8.02,0.0,1.22,0.0,0.0,0.0,0.0,9.25
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,41,0.01,0.0,8.51,0.0,1.32,0.01,0.0,0.0,0.0,9.85
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,42,0.01,0.0,7.32,0.0,1.13,0.01,0.0,0.0,0.0,8.47
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,43,0.01,0.0,7.7,0.0,1.17,0.01,0.0,0.0,0.0,8.889999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,44,0.01,0.0,6.05,0.0,0.96,0.0,0.0,0.0,0.0,7.02
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,45,0.01,0.0,7.34,0.0,1.13,0.01,0.0,0.0,0.0,8.49
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,46,0.01,0.0,6.65,0.0,1.02,0.01,0.0,0.0,0.0,7.6899999999999995
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,47,0.01,0.0,8.27,0.0,1.27,0.01,0.0,0.0,0.0,9.559999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,48,0.02,0.0,2.28,0.0,0.55,0.0,0.0,0.01,0.0,2.8599999999999994
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,49,0.02,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.060000000000000005
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,50,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.1
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,51,0.02,0.0,0.78,0.0,0.21,0.0,0.0,0.02,0.0,1.03
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,52,0.02,0.0,6.33,0.0,1.52,0.01,0.0,0.21,0.0,8.09
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,53,0.01,0.0,2.91,0.0,0.61,0.0,0.0,0.02,0.0,3.55
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,54,0.01,0.0,2.37,0.0,0.57,0.01,0.0,0.03,0.0,2.9899999999999993
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,55,0.02,0.0,0.36,0.0,0.07,0.0,0.0,0.09,0.0,0.54
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,56,0.02,0.0,4.16,0.0,0.96,0.0,0.0,0.0,0.0,5.14
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,57,0.02,0.0,4.5,0.0,1.09,0.0,0.0,0.0,0.0,5.609999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,58,0.02,0.0,6.79,0.0,1.65,0.0,0.0,0.0,0.0,8.459999999999999
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,59,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,60,0.02,0.0,6.37,0.0,1.55,0.0,0.0,0.0,0.0,7.9399999999999995
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,61,0.02,0.0,2.31,0.0,0.56,0.01,0.0,0.0,0.0,2.9
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,62,0.02,0.0,0.21,0.0,0.06,0.01,0.0,0.0,0.0,0.3
Random 4KB Write,randomwriteq128t1,1,128,128,130.15346,520.6,63,0.04,0.0,0.02,0.0,0.1,0.0,0.0,0.0,0.0,0.16
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,0,8.21,0.0,90.94,0.0,0.27,0.01,0.0,0.0,0.0,99.43
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,1,8.16,0.0,91.01,0.0,0.25,0.01,0.0,0.0,0.0,99.43
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,2,0.01,0.0,17.99,0.0,1.66,1.52,0.0,0.0,0.0,21.18
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,3,0.01,0.0,18.04,0.0,1.65,0.25,0.0,0.0,0.0,19.95
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,4,0.01,0.0,20.53,0.0,2.07,0.12,0.0,0.0,0.0,22.730000000000004
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,5,0.01,0.0,20.57,0.0,2.04,0.06,0.0,0.0,0.0,22.68
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,6,0.01,0.0,20.47,0.0,2.04,0.03,0.0,0.0,0.0,22.55
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,7,0.01,0.0,20.39,0.0,2.04,0.03,0.0,0.0,0.0,22.470000000000002
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,8,0.01,0.0,20.76,0.0,2.06,0.02,0.0,0.0,0.0,22.85
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,9,0.01,0.0,20.41,0.0,2.01,0.01,0.0,0.0,0.0,22.44
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,10,0.01,0.0,20.21,0.0,1.99,0.01,0.0,0.0,0.0,22.220000000000002
Random 4KB Write,randomwriteq128t2,2,128,256,184.48746,738.0,11,0.01,0.0,20.91,0.0,2.08,0.01,0.0,0.0,0.0,23.01
